cluster;representative protein;other proteins
10702;Q9BU02;
10703;Q9BWG6;
10704;Q9NPI5;Q9NWW6
10705;Q9NSI2;
10706;Q9NZC2;
10707;C9JDP6;Q8N7P3,A6NM45
10708;O43482;
10709;O95661;Q96HU8,O95057
10710;P40259;
10711;Q14213;
10712;Q53R12;
10713;Q5VTT2;
10714;Q6NVH7;
10715;Q6PGQ1;
10716;Q6UW56;
10717;Q6ZP80;
10718;Q8N7C4;
10719;Q8N8Q1;O14569,
10720;Q8TAB5;
10721;Q9BRX8;
10722;Q9BSG5;
10723;Q9GZU0;
10724;Q9H6E4;
10725;Q9H7E9;
10726;Q9H867;
10727;Q9P013;
10728;Q9P126;
10729;Q9Y3A6;Q13445,
10730;A6NMD0;
10731;A8MWP4;
10732;P50539;Q05195,Q9BW11,Q14582
10733;P54368;O95190,
10734;P56746;P78369,
10735;Q08623;
10736;Q12981;
10737;Q15631;
10738;Q2QD12;Q96AT9
10739;Q5W5W9;
10740;Q6P9G0;
10741;Q6ZUX7;
10742;Q8IWT1;
10743;Q8N488;Q8IY57,
10744;Q96LW7;
10745;Q9H0W7;F8VRH5,
10746;Q9HB71;
10747;Q9NPB1;Q8TCD5,
10748;Q9NWU2;
10749;Q9UBK7;Q9UNT1,
10750;O43809;
10751;O75391;
10752;O95619;
10753;P00403;
10754;P01236;
10755;P22061;
10756;P80723;
10757;Q13907;Q9BXS1
10758;Q5JUR7;
10759;Q6NT89;
10760;Q8WZ82;
10761;Q96E35;
10762;Q96S90;
10763;Q96S96;
10764;Q9BR10;
10765;Q9H3H9;Q96EI5,Q9UHQ7,Q5H9L2,Q6IPX3,Q969E4
10766;Q9H8U3;
10767;Q9NX63;
10768;Q9NXI6;
10769;Q9UHE5;Q9UHF3,
10770;F2Z333;
10771;O14530;
10772;O75360;
10773;O75832;
10774;P00846;
10775;P05814;
10776;P11912;
10777;P16401;P22492,Q02539,P10412,P16403,P16402
10778;P22352;P07203,P18283,P59796,A3KN74,O75715
10779;P36543;Q96A05
10780;Q15005;
10781;Q7RTV5;
10782;Q7Z6K5;
10783;Q8N661;
10784;Q8N6S5;
10785;Q8NCR9;
10786;Q96AZ1;Q8WXB1,
10787;Q96LL9;
10788;Q9BSN7;
10789;Q9BUA6;Q02045,Q96A32,Q01449,P19105,P10916,P24844,O14950
10790;Q9BZD6;
10791;Q9NRH1;
10792;Q9Y2Q3;
10793;Q9Y2Y6;
10794;A2RU48;
10795;O14543;
10796;O75934;
10797;P21266;P09488,P28161,Q03013,P46439,
10798;P56748;P56750
10799;P78330;O15172
10800;Q12918;
10801;Q13637;O14966,P57729,
10802;Q6GV28;
10803;Q8TAA5;Q9HAV7,
10804;Q99819;P52565,P52566
10805;Q9BYE0;
10806;Q9NRG1;P00492,
10807;Q9P016;
10808;Q9UBD9;
10809;Q9UL25;Q9UL26,P51148,P20339,Q13636,P61020
10810;Q9Y2Y8;
10811;Q9Y3A3;
10812;O15537;
10813;P02741;A8MV57,P02743
10814;P15173;
10815;P30041;
10816;P55327;Q96J77,Q16890
10817;Q00688;
10818;Q52LC2;
10819;Q5VXU3;Q9UKJ5
10820;Q6P0A1;
10821;Q6P587;
10822;Q6UWD8;
10823;Q8IUK8;Q6UW01,Q9NTU7,P23435
10824;Q8N5X7;
10825;Q8TBE3;
10826;Q8TCV5;
10827;Q96HZ4;
10828;Q96MW1;
10829;Q99727;P35625,P16035,
10830;Q9BVK8;
10831;Q9GZQ3;
10832;Q9HBM1;
10833;Q9NQZ6;
10834;Q9UBT3;
10835;Q9UM22;
10836;Q9Y235;
10837;Q9Y3B3;Q9Y3Q3
10838;A0A087WZV9;A0A096LP01,Q8TEA8
10839;A6NFC5;B3SHH9,
10840;H3BPM6;
10841;O00233;
10842;O15173;O00264,
10843;O15318;Q9BT43,A0A0D9SG24
10844;P0CG36;P0CG37
10845;P13985;
10846;P16410;
10847;Q5T681;
10848;Q6ZRP5;
10849;Q6ZUL3;
10850;Q8WUJ0;
10851;Q8WV35;
10852;Q96BH3;A0A087WY45,
10853;Q96CT7;
10854;Q96DZ9;
10855;Q99720;
10856;Q9BRT9;
10857;Q9BTL4;
10858;Q9BYJ0;
10859;Q9GZX9;
10860;Q9UBS3;
10861;A0A1B0GUS0;
10862;A9UHW6;
10863;O15217;Q16772,P09210,Q7RTV2,P08263
10864;O43633;
10865;O95848;
10866;P04179;
10867;Q06432;
10868;Q16763;
10869;Q1W209;
10870;Q8TAE8;
10871;Q8TBB0;
10872;Q969K7;
10873;Q96E40;
10874;Q9BS40;
10875;Q9BUX1;Q8WUX2,
10876;Q9H5V9;
10877;Q9HBJ8;
10878;Q9Y3E7;
10879;Q9Y680;Q9NWM8,P26885
10880;A6NI61;
10881;A8MQB3;
10882;P0DP42;
10883;P49763;
10884;P51157;
10885;P51159;O00194
10886;P58753;
10887;P86478;P86481,P86480,P86496,P0DPQ3,P86479,
10888;Q5JR98;
10889;Q6UXV1;
10890;Q6UYE1;
10891;Q6ZRG5;
10892;Q86VG3;
10893;Q8N8Z3;
10894;Q8TA86;
10895;Q8WWG9;
10896;Q9BRV3;
10897;Q9BT30;
10898;Q9HCN8;Q99470,
10899;Q9NP50;
10900;Q9UK41;
10901;A0A1B0GVH4;
10902;A6NCQ9;
10903;O75446;Q9HAJ7,
10904;O75629;
10905;O95707;
10906;P10747;
10907;P51809;
10908;P59095;
10909;Q14129;Q9BY27,
10910;Q32NC0;
10911;Q5T4W7;
10912;Q68J44;
10913;Q6ZS02;
10914;Q86WI0;Q9Y693,
10915;Q8IXH6;
10916;Q8NB37;
10917;Q8NHR7;
10918;Q9H0Y0;
10919;Q9HC57;
10920;A6NEH6;
10921;O94811;P59282,Q9BW30,
10922;P29459;
10923;P49755;
10924;P56880;
10925;Q07326;
10926;Q6MZM9;
10927;Q6QHK4;
10928;Q7Z7N9;
10929;Q86UA6;
10930;Q92963;Q99578,P01112,P61224,Q96A58,P01116,Q9Y3L5,P11234,P01111,P11233,P62834,O14807,P61225,P10301,P62070,A6NIZ1,P10114
10931;Q96AQ2;
10932;Q96FF7;
10933;Q9BXU9;Q86V35
10934;Q9H213;
10935;Q9NYP8;
10936;Q9NZZ3;
10937;Q9UKK9;
10938;Q9ULY5;
10939;Q9Y255;
10940;Q9Y296;
10941;O14668;
10942;P20338;Q15907,P57735,P62491,P61018,Q8WUD1,P61019,P61106,
10943;P82930;
10944;Q07699;Q9NY72
10945;Q12962;
10946;Q5NE16;
10947;Q6PIF2;
10948;Q6ZS46;
10949;Q7L0L9;
10950;Q8N4Z0;Q96DA2,Q14964,
10951;Q9BSB4;
10952;Q9NZH6;
10953;Q9UBQ5;
10954;P0C7T8;
10955;P0DJR0;
10956;P28676;P30626
10957;P61296;O96004
10958;P62906;
10959;Q587J8;
10960;Q5BVD1;
10961;Q6Q6R5;P50238,P52943,K4DIB9,H3BRQ4
10962;Q7Z2V1;
10963;Q8TBF4;
10964;Q8WTR2;
10965;Q8WUZ0;Q9BQE9,
10966;Q8WZ69;
10967;Q96AJ9;
10968;Q96BX8;Q86TA1,Q7L9L4,Q9H8S9,Q70IA8
10969;Q99807;
10970;Q9BZE7;
10971;Q9NUP1;
10972;Q9NY12;
10973;Q9NYX4;
10974;Q9P2W1;
10975;H3BQJ5;O60936,H3BUN4,J3QLT7,H3BM67,H3BUP2,
10976;O43708;
10977;O95750;
10978;P0C854;
10979;P26718;
10980;P62826;
10981;Q5GAN6;
10982;Q6P1X6;
10983;Q6ZTI6;Q8N5W9,
10984;Q8IV31;
10985;Q8NI28;
10986;Q96A35;
10987;Q96F25;
10988;Q96HE8;Q9P0N5
10989;Q9BRX5;
10990;Q9HB31;
10991;Q9NXF7;
10992;I0J062;
10993;O60487;
10994;O60939;
10995;O75396;
10996;P50914;
10997;P67870;
10998;Q0VDI3;
10999;Q587I9;
11000;Q5T7N8;A0A494C162,Q08E93,A0A494C193
11001;Q6ZRM9;
11002;Q6ZWC4;
11003;Q8IV50;
11004;Q8IXA5;Q6UWQ5,Q7Z4W2,O75951,Q96QH8,P61626,Q96KX0
11005;Q8N983;
11006;Q8NEA5;
11007;Q8WWZ3;
11008;Q8WXI8;
11009;Q99766;
11010;Q9BTP7;
11011;A6NNP5;
11012;B9A064;P15814,P0DOY3,A0M8Q6,P0CG04,A0A0A0MT76,P0CF74,P0DOY2
11013;H7C241;
11014;O43731;P24390,P33947,
11015;P0C7M8;
11016;P27635;Q96L21,
11017;P30044;
11018;Q147U7;
11019;Q5TA50;
11020;Q7RTU1;Q7RTU0
11021;Q86SE8;
11022;Q86Y79;
11023;Q8N565;
11024;Q8WVE0;
11025;Q92882;
11026;Q96BS2;
11027;Q96HJ5;
11028;Q96KS9;
11029;Q9BX73;
11030;Q9NQM4;
11031;Q9UKL6;
11032;Q9Y5N5;
11033;A0A3B3IT52;
11034;O00559;
11035;O14735;
11036;O75251;
11037;O76080;Q6FIF0
11038;P40337;Q6RSH7
11039;Q8N128;
11040;Q8NDB6;
11041;Q92522;
11042;Q969F1;
11043;Q96B77;
11044;Q9BQB4;Q6X4U4,
11045;Q9BSH3;
11046;Q9NSY2;
11047;Q9NVV9;
11048;Q9UGY1;V9GYY5,
11049;Q9UQN3;
11050;Q9Y581;
11051;A0A1B0GUA9;
11052;O14653;
11053;P05231;
11054;P05305;
11055;P05408;
11056;P23919;
11057;P56597;
11058;Q16667;
11059;Q2TAM9;
11060;Q86SG7;Q8N1E2,
11061;Q96CM4;
11062;Q96GC5;
11063;Q96LD8;
11064;Q9BUL8;
11065;Q9BW66;
11066;Q9BZX4;Q9HAT0
11067;Q9H0T7;
11068;Q9H944;
11069;Q9HBJ0;
11070;Q9NTK1;
11071;Q9UMX3;
11072;Q9Y6I8;
11073;A6NJW9;P10966,
11074;O00161;P60880,
11075;O15524;
11076;O95816;
11077;P26373;
11078;P39905;
11079;Q0IIN9;
11080;Q13103;
11081;Q15544;A0A1W2PP81,A0A1W2PPE2,A6NLC8,A0A1W2PPH5,A0A1W2PR64,A0A1W2PQ09,A0A1W2PPW3,A0A1W2PRV1,A0A1W2PRN6,A0A1W2PPL8
11082;Q16611;
11083;Q6ZTC4;
11084;Q8N1I8;
11085;Q8TAL6;
11086;Q8TDM0;
11087;Q969X0;
11088;Q96HR9;Q00765
11089;Q9BQ15;Q96AH0,
11090;Q9BRJ7;Q96DE0
11091;Q9GZP4;
11092;Q9HAE3;
11093;Q9NP95;P31371,O43320,
11094;Q9UI95;
11095;O00212;
11096;O00217;
11097;O43402;Q9Y3B6,
11098;O75638;P78358,
11099;P09211;
11100;P19388;
11101;P19429;P19237,K7EN02,P48788
11102;Q12999;O95857,
11103;Q16595;
11104;Q494R4;
11105;Q4VC05;
11106;Q6PEX3;
11107;Q86W47;
11108;Q8N0U2;
11109;Q8N1N2;
11110;Q8NFX7;
11111;Q9NQ31;
11112;Q9P299;P61923
11113;A6NCJ1;
11114;O15255;
11115;O75496;
11116;O95843;P43080,
11117;P0DPF6;P0DPF5
11118;Q08116;Q2M5E4,O14921
11119;Q6UX39;
11120;Q6ZRY4;Q93062
11121;Q8NDY8;
11122;Q8TED1;Q96SL4
11123;Q96DZ7;
11124;Q99627;
11125;Q9NRN9;
11126;Q9NSA1;
11127;Q9NXJ5;A6NFU8,
11128;Q9NZD2;
11129;A6NDZ8;A6NJ08,A6NE82,A0A1B0GVZ6,Q8NHZ7
11130;O15520;P21781
11131;P10767;P08620,
11132;P14649;P08590,P05976,P12829,P60660
11133;P62241;
11134;Q13158;
11135;Q5VXU1;Q8N8D7,Q4KMZ8,Q8IVV8,
11136;Q6ZRN7;
11137;Q71RG6;
11138;Q86WN2;
11139;Q86WR0;
11140;Q8IVU9;
11141;Q8N131;
11142;Q8N511;
11143;Q8WUY1;
11144;Q96DA0;
11145;Q96FT9;
11146;Q96MN5;
11147;Q99075;
11148;Q9BUE0;
11149;Q9H0R3;
11150;Q9H305;
11151;D3W0D1;
11152;E9PQ18;Q6ZNB5,
11153;O75508;
11154;P01033;
11155;P07766;
11156;P09919;
11157;P16455;
11158;P25208;
11159;P49765;
11160;P51149;P51151,Q9NP90,Q96AH8
11161;Q16613;
11162;Q3LI81;
11163;Q6UQ28;
11164;Q8TAG6;
11165;Q8WW59;
11166;Q969T4;P61088,P51668,Q8IWF7,P62837,P51965,Q96LR5,Q5JXB2,P61077,Q9Y2X8
11167;Q96NL8;
11168;Q9BRV8;
11169;Q9BTE0;
11170;Q9BX74;
11171;Q9P0W0;
11172;O43399;
11173;O60682;O43680,
11174;P13224;
11175;P20290;Q96K17,
11176;P30043;
11177;Q13007;
11178;Q14197;
11179;Q14761;
11180;Q567V2;
11181;Q6PEX7;
11182;Q86W67;
11183;Q8IZ16;
11184;Q8WUY8;
11185;Q96GV9;
11186;Q96IL0;
11187;Q99218;Q99217,
11188;Q9BY08;
11189;Q9NQ50;
11190;Q9NWU5;
11191;A6NN92;
11192;O15499;
11193;P01374;
11194;P04792;P02511,A0A140G945,P02489
11195;P20827;
11196;P41236;Q6NXS1,O14990,Q96PQ5
11197;P49720;
11198;P55789;
11199;P60153;
11200;Q01151;
11201;Q13257;
11202;Q14919;
11203;Q19T08;
11204;Q5T6M2;
11205;Q5T700;
11206;Q6P1K2;
11207;Q7Z2W9;
11208;Q86W54;
11209;Q8IYI0;
11210;Q8N6M8;A8MYZ5,A8MTL0,Q8IXL9,
11211;Q96DR4;
11212;Q96G30;
11213;Q96HA8;
11214;Q99437;
11215;Q9BWT6;
11216;Q9BYN8;
11217;Q9H081;
11218;Q9H628;
11219;Q9H741;
11220;Q9Y5Z4;
11221;A0A1B0GUJ8;
11222;A6NC86;
11223;A6NLW8;
11224;H3BNL1;
11225;I3L0S3;
11226;P46782;
11227;P58512;
11228;P61313;
11229;P84157;
11230;Q05066;
11231;Q6I9Y2;
11232;Q7Z4H3;
11233;Q96CD2;
11234;Q96MC5;
11235;Q96N03;
11236;Q96S19;
11237;Q9BRP8;
11238;Q9BUH6;
11239;Q9GZP1;
11240;Q9HD36;
11241;Q9NV56;
11242;Q9NXU5;
11243;Q9UD71;
11244;Q9UPM9;
11245;Q9Y294;Q9NVP2
11246;Q9Y535;
11247;P40429;Q6NVV1
11248;P49914;
11249;Q53H80;Q9H9L7
11250;Q8N8N0;
11251;Q8N9P6;
11252;Q92737;Q96S79,
11253;Q969Q5;
11254;Q96EY4;
11255;Q9BVM2;
11256;Q9NX04;
11257;A0PJW6;
11258;C9J302;
11259;O14669;
11260;O95997;Q9NZH4,Q9NZH5,
11261;P05452;O75596,
11262;P07360;
11263;P15018;
11264;P30408;P48230,Q96CE8,O14894,
11265;Q15040;Q8TAC2,
11266;Q15672;Q8WVJ9
11267;Q4VX62;
11268;Q6QNY0;K7ELZ0,
11269;Q6ZRZ4;
11270;Q6ZSR6;
11271;Q7Z5L0;
11272;Q8N755;
11273;Q8TAD2;
11274;Q9BYL1;
11275;Q9Y6G5;
11276;A0A1B0GUA6;
11277;A0A2R8Y4M4;
11278;A6NJV1;
11279;O14931;
11280;P02753;
11281;P02763;P19652
11282;P34741;
11283;P49703;P56559,P40617,Q8N4G2
11284;P49721;
11285;P82664;
11286;Q07507;
11287;Q13795;
11288;Q15363;
11289;Q16619;
11290;Q7RTU7;Q12870
11291;Q8N8I0;
11292;Q8NDX9;
11293;Q8WUK0;
11294;Q96EN9;
11295;Q96FZ7;
11296;Q9NYL4;
11297;A8MXK1;
11298;F8WCM5;A0A2R8Y747,P01308,
11299;O14713;
11300;P0DMR3;
11301;P26441;
11302;P35243;P37235,P61601,P84074
11303;P61086;
11304;Q15528;
11305;Q16878;
11306;Q6ICI0;
11307;Q6NTF7;
11308;Q6UXN2;
11309;Q86VX2;
11310;Q8IU54;Q8IZI9,Q8IZJ0,
11311;Q96NR7;
11312;Q9H3V2;
11313;Q9NTU4;
11314;Q9NUS5;
11315;Q9NX70;
11316;Q9UMX6;
11317;O60232;
11318;O60760;
11319;P20809;
11320;P78560;
11321;Q07108;
11322;Q1RN00;
11323;Q3SXP7;
11324;Q5T7R7;
11325;Q7LBR1;Q9HD42,
11326;Q86X83;
11327;Q8N1A6;
11328;Q8TAA1;
11329;Q8TEE9;
11330;Q96NC0;
11331;Q9BUL9;Q8N5L8
11332;Q9BV19;
11333;Q9H0A8;
11334;Q9H9H5;
11335;Q9NS71;
11336;Q9NWT8;
11337;Q9UBM1;
11338;Q9UF47;Q8N7S2,Q9H3Z4
11339;Q9UNG2;
11340;Q9Y6W8;
11341;C9J6K1;
11342;O14508;
11343;O15498;
11344;O43521;
11345;O43583;
11346;O95147;Q9H596,Q8NEJ0
11347;P0DJH9;
11348;P31431;
11349;P46527;
11350;P52815;
11351;P80188;
11352;Q5XKK7;Q8IW50
11353;Q6UXH0;
11354;Q6YL49;
11355;Q6ZUF6;
11356;Q86X19;
11357;Q8IZS6;
11358;Q8TBF2;
11359;Q9BUR5;
11360;Q9GZX7;
11361;Q9H0P7;
11362;Q9H2I8;
11363;Q9H6L4;
11364;Q9NQ34;Q9P0T7
11365;Q9NR31;Q9Y6B6
11366;Q9P000;
11367;Q9UKB3;
11368;Q9Y324;
11369;A8MZ26;
11370;P11686;
11371;P36639;
11372;P36969;
11373;P61758;
11374;Q04900;
11375;Q0P5N6;
11376;Q16774;
11377;Q53FT3;
11378;Q6NUJ2;
11379;Q86UN6;
11380;Q8N7X8;
11381;Q8NBT2;
11382;Q96DD7;
11383;Q99748;
11384;Q9H106;
11385;Q9NPD8;
11386;Q9P0M4;
11387;O15258;
11388;O43745;Q99653,
11389;P06850;
11390;P30085;
11391;P84098;
11392;Q14691;
11393;Q2QL34;H3BMD7,H3BT86,H3BNZ9
11394;Q5W111;
11395;Q6UWH6;
11396;Q8IYB0;
11397;Q969J3;
11398;Q969Q4;
11399;Q96GE6;
11400;Q9HCQ7;
11401;Q9NVS2;
11402;Q9UJW9;
11403;Q9UJY1;
11404;Q9Y3P8;
11405;A6NEH8;
11406;P05000;P05014,P01567,P05013,P05015,P01571,P01570,P01563,P01568,P01569,P01566,P32881,P01562
11407;P05019;
11408;P13498;
11409;P49006;
11410;P55957;
11411;P62341;
11412;Q0D2K5;
11413;Q3MHD2;
11414;Q6P4D5;
11415;Q7Z3Z2;
11416;Q8IZ57;
11417;Q8N7I0;
11418;Q8WTZ4;
11419;Q8WW34;
11420;Q96E93;
11421;Q96KW9;
11422;Q9BX93;Q9BZM1
11423;Q9H061;
11424;Q9H6X4;
11425;Q9NR77;
11426;Q9UBI1;
11427;Q9ULZ3;Q8WXC3,
11428;Q9Y3B2;
11429;A0A1W2PQ27;A0A1W2PQC6,A0A1W2PQJ5,Q9NP77,A0A1W2PQ64,A0A1W2PQD8,A0A1W2PR75
11430;A6NML5;
11431;A8MZ97;
11432;O95998;
11433;P07305;
11434;P46781;
11435;P50461;P21291,Q16527
11436;P62081;
11437;P82912;
11438;Q52MB2;
11439;Q6ZR54;
11440;Q8IXQ3;
11441;Q8N1D5;
11442;Q8NBC4;
11443;Q8TD35;
11444;Q96M66;
11445;Q9BRJ6;
11446;Q9BSY9;
11447;Q9BY32;
11448;Q9Y3B1;Q96N28,
11449;Q9Y3C0;
11450;Q9Y584;
11451;A0A2R8YFM6;
11452;A6NI15;
11453;P01588;
11454;P17900;
11455;P32970;M0QZW2
11456;P59780;Q92572,
11457;Q0P641;
11458;Q14116;
11459;Q3C1V1;
11460;Q3ZCQ2;
11461;Q495Z4;
11462;Q6DN03;A0A2R8Y619,O60814,P58876,Q16778,Q99879,P23527,Q99877,Q93079,Q96A08,P06899,P33778,P57053,P62807,Q8N257,Q5QNW6,Q6DRA6,Q99880,
11463;Q8NDX6;
11464;Q96D03;
11465;Q96FX8;
11466;Q96L94;Q9Y343
11467;Q99966;
11468;Q9Y6A4;
11469;A0A2R8Y2Y2;
11470;A1L1A6;
11471;P17152;
11472;P32969;
11473;Q07812;
11474;Q15126;
11475;Q6JVE5;
11476;Q6PI98;
11477;Q8IXL7;Q9Y3D2,
11478;Q8N8A8;
11479;Q8NHX4;
11480;Q8TBK6;
11481;Q96D59;
11482;Q96GF1;Q99942
11483;Q96KR6;
11484;Q9BY50;P67812,P0C7V7
11485;Q9NYS0;Q9NYR9
11486;Q9Y3B7;
11487;A6NFQ7;
11488;P45973;P83916,Q13185,
11489;P61568;
11490;Q15669;
11491;Q16558;
11492;Q5VYY1;
11493;Q7Z4R8;
11494;Q7Z6V5;
11495;Q8TCI5;
11496;Q969E8;
11497;Q99828;A0PJX0
11498;Q9BV97;
11499;Q9HAF1;
11500;Q9UHP7;Q92478,Q6UVW9,
11501;A6NIN4;
11502;O00399;
11503;O15431;
11504;P41222;
11505;P57055;
11506;P59773;
11507;P78317;
11508;Q32Q52;
11509;Q4LDG9;
11510;Q6UWV7;A6NKW6
11511;Q6ZR85;
11512;Q6ZV77;
11513;Q7Z6I5;
11514;Q86XA0;K7EN84
11515;Q8N668;
11516;Q8TBP5;
11517;Q8WWM9;
11518;Q8WXS4;
11519;Q8WZA0;
11520;Q96H35;
11521;Q9BSD7;
11522;Q9H910;
11523;Q9Y3D9;
11524;A0A1B0GTL2;
11525;A0A1B0GVS7;
11526;A6NLP5;
11527;O14683;
11528;O43674;
11529;P03986;P0CF51
11530;P05090;
11531;P0C7W0;
11532;P0DMU7;Q5DJT8,P0DMV2,P0DMV1,Q5HYN5,P0DMV0,Q8NHU0,P0DMU8,P0DMU9
11533;Q6UW68;
11534;Q7RTS1;
11535;Q8N5H3;Q96GI7,
11536;Q8N907;
11537;Q8N945;
11538;Q8WU39;
11539;Q99497;
11540;Q9BQE4;
11541;Q9BWH2;Q8IVP5,
11542;Q9H169;P16949,Q93045,Q9NZ72
11543;Q9NPF7;
11544;Q9NRV9;
11545;O60224;Q7RTT6,O60225,Q16384,Q7RTT3,Q16385,Q99909,Q7RTT5,Q7RTT4
11546;O75223;
11547;O75915;O60831
11548;O95445;
11549;O96007;
11550;P13385;P51864,A0A1B0GWB0
11551;P79522;
11552;Q07020;
11553;Q14442;
11554;Q6NW29;
11555;Q7Z5D8;
11556;Q7Z6I8;
11557;Q8IUR0;
11558;Q8NEA4;
11559;Q96B54;
11560;Q9BSG0;
11561;Q9BYC8;
11562;Q9NX00;
11563;Q9NY25;
11564;Q9NZ38;
11565;Q9NZE8;
11566;A0A1B0GTI1;
11567;A6NKQ9;P0DN86,P01229,Q6NT52,P0DN87,
11568;B2RD01;
11569;O00746;P22392,Q13232,P15531,O60361,
11570;O75838;Q96Q77
11571;P00374;Q86XF0
11572;P01574;
11573;P30086;
11574;Q49AH0;P55145
11575;Q5T6J7;
11576;Q6JVE6;
11577;Q6T311;
11578;Q8IX19;
11579;Q8TDH9;
11580;Q9BQA9;
11581;Q9Y2Q9;
11582;Q9Y6B2;
11583;A0A0U1RR37;
11584;A8K010;
11585;I3L1E1;
11586;O75414;
11587;O75884;
11588;O75935;
11589;O95169;
11590;P62380;
11591;Q5TGS1;
11592;Q5VZQ5;
11593;Q6P4F2;
11594;Q6PIZ9;
11595;Q8IZU0;
11596;Q8WW32;
11597;Q969W3;Q5XKR9
11598;Q96BM9;Q9NVJ2
11599;Q96LM5;
11600;Q9BW83;
11601;Q9H0F7;
11602;Q9HD47;
11603;P04090;P04808
11604;P14209;
11605;P35318;
11606;P42857;Q9Y328
11607;P47710;
11608;Q16626;
11609;Q86YL5;
11610;Q8N5I9;
11611;Q969M7;
11612;Q9BV29;
11613;Q9H7X7;
11614;Q9NV12;
11615;Q9UBX0;
11616;Q9UI14;
11617;Q9UM13;
11618;Q9UNL2;
11619;Q9Y248;
11620;A0A2R8YFL7;
11621;O00526;
11622;O60565;Q9H772,
11623;P10109;
11624;P18621;
11625;Q02223;
11626;Q04760;
11627;Q15382;Q8TAI7
11628;Q6UWW0;
11629;Q86XP6;
11630;Q8IV16;
11631;Q8N7Q2;
11632;Q8NHV9;
11633;Q8TCA0;
11634;Q96CG3;Q9UI54
11635;Q96EK6;
11636;Q96LC9;
11637;Q96RJ3;
11638;Q96RK1;
11639;Q9BU61;
11640;Q9H875;
11641;Q9NQ30;
11642;Q9NQ92;
11643;Q9NV31;
11644;A6NEN9;
11645;K7EQ30;
11646;O00193;
11647;O95561;
11648;P23510;
11649;P43308;
11650;P55001;
11651;P61081;
11652;P62256;
11653;Q13875;
11654;Q4KMG9;
11655;Q53RE8;
11656;Q5J8M3;
11657;Q6P9G4;
11658;Q6UXR6;
11659;Q8N5M9;
11660;Q8N8G6;
11661;Q8NI32;
11662;Q969F0;
11663;Q9H1M3;
11664;Q9NPA3;
11665;Q9NPB0;
11666;Q9NX08;
11667;Q9NX76;
11668;A0A1W2PPE3;
11669;A8MZG2;
11670;P07498;
11671;P09693;P04234
11672;Q13951;
11673;Q16082;
11674;Q7Z6W1;
11675;Q8N6N3;
11676;Q8N6U2;
11677;Q8WXF5;
11678;Q96MX0;
11679;Q96NT1;
11680;Q9BTE1;
11681;Q9H606;
11682;Q9NQE9;
11683;Q9UBQ0;
11684;Q9Y342;Q8IZV2
11685;A0A024RBG1;Q96G61,Q8NFP7,Q9NZJ9,O95989
11686;A0A1B0GTK4;
11687;A0A1B0GUV8;
11688;A0A3B3IRV3;Q9ULC4,
11689;A1A4Y4;
11690;O95971;
11691;P0CG01;
11692;P18847;Q8WYK2,
11693;P41271;
11694;Q13442;
11695;Q5T215;O43617
11696;Q68G75;
11697;Q6UXP9;
11698;Q8TD86;
11699;Q96N68;
11700;Q9BQJ4;
11701;Q9NX38;
11702;Q9Y6Z4;
11703;P01275;
11704;P01344;
11705;P07741;
11706;P09466;
11707;P53801;
11708;P55808;
11709;P61009;
11710;Q10589;
11711;Q5MJ10;Q5MJ08,Q5MJ09,Q5MJ07,Q5VSR9,
11712;Q5VVC0;
11713;Q6NZ36;
11714;Q86TA4;
11715;Q8WXS3;
11716;Q96LM6;
11717;Q96NT0;
11718;Q9H0U6;
11719;Q9NSP4;
11720;Q9UHF5;
11721;Q9Y221;
11722;A4D250;
11723;A6NH57;Q96KC2,Q9Y689,
11724;K9M1U5;
11725;O00762;
11726;O60888;
11727;P57086;
11728;Q13241;
11729;Q86UQ8;
11730;Q86YQ2;
11731;Q8N4P3;
11732;Q8N7M0;
11733;Q8NAA6;
11734;Q8TAP9;
11735;Q9BV57;
11736;Q9GZX6;
11737;Q9H6K4;
11738;Q9NVQ4;
11739;Q9Y3E5;
11740;Q9Y6M9;
11741;A0A5B9;P01850,
11742;A1A4G5;
11743;B2CW77;
11744;O15145;
11745;O75607;
11746;P20800;
11747;P22301;
11748;P22914;P07320,P07315,P07316,P11844
11749;P32321;
11750;P35070;
11751;P61599;
11752;P62913;
11753;Q03135;P56539
11754;Q32M92;
11755;Q5HYL7;
11756;Q5SXM8;
11757;Q8N6F7;
11758;Q8WW12;
11759;Q96DB9;
11760;Q96HR3;
11761;Q96KH6;
11762;Q9BYD1;
11763;Q9H204;
11764;Q9Y3C1;
11765;A0A0G2JMH3;Q8IVW1,
11766;A0A0U1RQS6;
11767;A0A1B0GTY4;
11768;A1L4L8;Q9BYD5,
11769;P12272;
11770;P13232;
11771;P14770;
11772;P18510;Q9UBH0
11773;P62633;Q8WW36
11774;Q13352;
11775;Q5VTH2;
11776;Q6ZT77;
11777;Q8IXB3;
11778;Q8TB05;Q8IYN6,
11779;Q8WU49;
11780;Q8WWB3;
11781;Q8WZ59;
11782;Q96IM9;
11783;Q96M85;
11784;Q96PS1;
11785;Q9H293;
11786;Q9UHD0;
11787;A0A1B0GUX0;
11788;C9JI98;A6NJY4,A0A1B0GVL6
11789;P18509;
11790;P31025;Q5VSP4,Q9NPH6,Q9NY56
11791;P39210;
11792;Q01658;
11793;Q02543;
11794;Q13519;
11795;Q3KNT9;
11796;Q3KP22;
11797;Q4G0W2;
11798;Q569G3;
